Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-07 09:30:00-04:00,206.88999938964844,212.42999267578125,206.41000366210938,212.39999389648438,11185317,0.0,0.0
2024-08-07 10:00:00-04:00,212.42999267578125,212.89999389648438,210.80999755859375,211.6999969482422,4529351,0.0,0.0
2024-08-07 10:30:00-04:00,211.69000244140625,213.47000122070312,211.47000122070312,213.14999389648438,3596168,0.0,0.0
2024-08-07 11:00:00-04:00,213.17999267578125,213.58999633789062,212.64999389648438,213.16000366210938,2771350,0.0,0.0
2024-08-07 11:30:00-04:00,213.12399291992188,213.63999938964844,211.9600067138672,212.57989501953125,2833813,0.0,0.0
2024-08-07 12:00:00-04:00,212.58999633789062,212.80999755859375,211.17999267578125,212.5850067138672,2227014,0.0,0.0
2024-08-07 12:30:00-04:00,212.59970092773438,212.97000122070312,211.4300994873047,211.55499267578125,2441090,0.0,0.0
2024-08-07 13:00:00-04:00,211.5399932861328,211.85000610351562,210.35000610351562,211.0399932861328,2771137,0.0,0.0
2024-08-07 13:30:00-04:00,211.0399932861328,211.49000549316406,210.58810424804688,210.92999267578125,1943258,0.0,0.0
2024-08-07 14:00:00-04:00,210.89999389648438,211.27999877929688,210.02000427246094,211.05999755859375,3151954,0.0,0.0
2024-08-07 14:30:00-04:00,211.02000427246094,211.02000427246094,208.88999938964844,208.94000244140625,2934580,0.0,0.0
2024-08-07 15:00:00-04:00,208.94500732421875,210.83999633789062,208.47999572753906,210.5200958251953,3080469,0.0,0.0
2024-08-07 15:30:00-04:00,210.5500030517578,210.99000549316406,209.41000366210938,209.86000061035156,5358011,0.0,0.0
2024-08-08 09:30:00-04:00,213.09500122070312,213.2100067138672,208.8300018310547,210.72999572753906,6449078,0.0,0.0
2024-08-08 10:00:00-04:00,210.6699981689453,212.62469482421875,210.5092010498047,212.55999755859375,3754613,0.0,0.0
2024-08-08 10:30:00-04:00,212.5800018310547,212.99000549316406,211.9600067138672,212.19000244140625,2331317,0.0,0.0
2024-08-08 11:00:00-04:00,212.19000244140625,212.3800048828125,211.0800018310547,212.2100067138672,2649011,0.0,0.0
2024-08-08 11:30:00-04:00,212.2100067138672,212.67999267578125,211.7100067138672,212.38999938964844,1850938,0.0,0.0
2024-08-08 12:00:00-04:00,212.3699951171875,213.4600067138672,212.2324981689453,213.25,2620667,0.0,0.0
2024-08-08 12:30:00-04:00,213.26499938964844,213.47000122070312,212.5,213.1750030517578,1837318,0.0,0.0
2024-08-08 13:00:00-04:00,213.22000122070312,213.99000549316406,212.63009643554688,213.89759826660156,2060195,0.0,0.0
2024-08-08 13:30:00-04:00,213.89999389648438,214.1999969482422,213.42999267578125,213.6855010986328,2134127,0.0,0.0
2024-08-08 14:00:00-04:00,213.6699981689453,213.83999633789062,212.70750427246094,212.97999572753906,1837597,0.0,0.0
2024-08-08 14:30:00-04:00,212.9958953857422,213.42999267578125,212.60000610351562,212.9149932861328,1552659,0.0,0.0
